cost_estimate,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,square_footage,permit_issuance_date,job_location_house_number,job_location_street_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
922188,40.71937943,-73.9853363,Manhattan,NB,New Building,110307604,1083425,6231,11/9/2018,156,RIVINGTON STREET,BUSINESS,4,
934916,40.77352905,-73.92749023,Queens,NB,New Building,421461251,4020580,6317,11/9/2018,26-26,18 STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
2725568,40.89891052,-73.90352631,Bronx,NB,New Building,200922528,2829748,18416,11/9/2018,5041,GROSVENOR AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,1
2729268,40.89960098,-73.90390778,Bronx,NB,New Building,200922617,2829742,18441,11/9/2018,5310,GROSVENOR AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,3,1
775000,40.66096115,-73.94233704,Brooklyn,A1,ALT 1 Enlargement,321779269,3106801,3077,11/12/2018,531,KINGSTON AVE,RESIDENTIAL: APARTMENT HOUSES,4,7
455150,40.74507904,-73.82566833,Queens,A1,ALT 1 Enlargement,420605900,4140108,1269,11/12/2018,58-01,MAIN STREET,BUSINESS,2,2
35520,40.54850006,-74.15048981,Staten Island,NB,New Building,520328173,5170730,240,11/13/2018,55 GAR,NELSON AVENUE,UTILITY / MISCELLANEOUS,1,0
35520,40.54853058,-74.15020752,Staten Island,NB,New Building,520328155,5170734,240,11/13/2018,53 GAR,NELSON AVENUE,UTILITY / MISCELLANEOUS,1,0
35520,40.5486412,-74.15023804,Staten Island,NB,New Building,520328137,5170732,240,11/13/2018,51 GAR,NELSON AVENUE,UTILITY / MISCELLANEOUS,1,0
710252,40.62656021,-73.9942627,Brooklyn,NB,New Building,321259428,3422098,4799,11/13/2018,1477,60 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
710252,40.62659073,-73.99432373,Brooklyn,NB,New Building,321259437,3426176,4799,11/13/2018,1475,60 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
370444,40.62757111,-74.16754913,Staten Island,NB,New Building,520306623,5169467,2503,11/13/2018,2323,FOREST AVENUE,MERCANTILE,1,
749324,40.62762833,-74.1678772,Staten Island,NB,New Building,520331800,5169468,5063,11/13/2018,2333,FOREST AVENUE,FACTORY/INDUSTRIAL: MODERATE HAZARD,1,
1232100,40.62833023,-74.16866302,Staten Island,NB,New Building,520305839,5169471,8325,11/13/2018,451,NORTHFIELD AVENUE,MERCANTILE,1,
1098900,40.62960052,-74.1664505,Staten Island,NB,New Building,520305857,5169473,7425,11/13/2018,394,SOUTH AVENUE,STORAGE: MODERATE HAZARD,1,
743000,40.64567184,-73.95233917,Brooklyn,A1,ALT 1 Enlargement,321195247,3117972,0,11/13/2018,185,VERONICA PLACE,RESIDENTIAL: APARTMENT HOUSES,4,8
624500,40.64587021,-73.9523468,Brooklyn,A1,ALT 1 Enlargement,321195274,3117975,6968,11/13/2018,177,VERONICA PLACE,RESIDENTIAL: APARTMENT HOUSES,4,8
1180350,40.64947891,-73.95041656,Brooklyn,A1,ALT 1 Enlargement,321195256,3117325,6899,11/13/2018,160,ERASMUS STREET,RESIDENTIAL: APARTMENT HOUSES,4,10
621600,40.68814087,-73.94241333,Brooklyn,NB,New Building,302205281,3414292,4200,11/13/2018,443,QUINCY STREET,THREE FAMILY DWELLING,3,3
277500,40.70338058,-73.81181335,Queens,NB,New Building,402531033,4619934,1875,11/13/2018,88-34,144 STREET,THREE FAMILY DWELLING,3,3
1215968,40.73633957,-74.00150299,Manhattan,NB,New Building,121814180,1010937,8216,11/13/2018,192,SEVENTH AVENUE SOUTH,RESIDENTIAL: APARTMENT HOUSES,5,3
700632,40.73891068,-73.70523071,Queens,NB,New Building,421258481,4179508,4734,11/13/2018,83-34,264 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
248764,40.75469971,-73.79103088,Queens,A1,ALT 1 Enlargement,421598382,4124772,1389,11/13/2018,189-14,45 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
2500000,40.75579071,-73.97960663,Manhattan,A1,ALT 1 Enlargement,121582858,1083858,17312,11/13/2018,550,FIFTH AVENUE,BUSINESS,12,
416445,40.7574501,-73.8115387,Queens,A1,ALT 1 Enlargement,421600002,4122061,1802,11/13/2018,149-53,ELM AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
708032,40.75788116,-73.80309296,Queens,NB,New Building,421620008,4122464,4784,11/13/2018,43-25,163 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
400700,40.76343918,-73.72251892,Queens,A1,ALT 1 Enlargement,421646605,4173463,1417,11/13/2018,57-05,260 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
2049000,40.78279877,-73.98269653,Manhattan,A1,ALT 1 Enlargement,122732800,1031064,1257,11/13/2018,347,WEST END AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,6,1
84656,40.51464844,-74.24194336,Staten Island,NB,New Building,520302805,5170007,572,11/14/2018,165 GARAGE,BARNARD AVE,UTILITY / MISCELLANEOUS,1,0
370000,40.58169174,-74.09039307,Staten Island,NB,New Building,520135988,5053849,2500,11/14/2018,426,NAUGHTON AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3285044,40.5953598,-74.08278656,Staten Island,A1,ALT 1 Enlargement,520204065,5110105,20798,11/14/2018,101,QUINTARD STREET,STORAGE: MODERATE HAZARD,2,1
583268,40.6101799,-74.16494751,Staten Island,NB,New Building,520135899,5167963,3941,11/14/2018,314,ARLENE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
378000,40.64115143,-73.90808105,Brooklyn,A1,ALT 1 Enlargement,302374632,3224663,600,11/14/2018,8902,GLENWOOD ROAD,EDUCATIONAL,2,2
225900,40.65877914,-73.84441376,Queens,A1,ALT 1 Enlargement,421650118,4292968,1550,11/14/2018,158-49,88 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
426240,40.6708107,-73.7545166,Queens,NB,New Building,402424747,4537226,2880,11/14/2018,219-08,141 AVENUE,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
528508,40.6873703,-73.97000122,Brooklyn,NB,New Building,320734005,3414821,3571,11/14/2018,348,CLERMONT AVE,RESIDENTIAL: APARTMENT HOUSES,4,3
400044,40.70323944,-73.8119278,Queens,NB,New Building,402531079,4619898,2703,11/14/2018,88-38,144 STREET,THREE FAMILY DWELLING,3,3
338328,40.70352936,-73.81185913,Queens,NB,New Building,402531051,4619932,2286,11/14/2018,139-48,88 ROAD,THREE FAMILY DWELLING,3,3
3440400,40.74452972,-73.95464325,Queens,A1,ALT 1 Enlargement,420259945,4000091,22674,11/14/2018,May-33,48 AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,41
211490,40.74819183,-73.81179047,Queens,A1,ALT 1 Enlargement,421592342,4118235,1054,11/14/2018,143-06,QUINCE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
424135,40.75875854,-73.80165863,Queens,A1,ALT 1 Enlargement,421614426,4121813,2881,11/14/2018,42-38,165 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
1100000,40.76585007,-73.91977692,Queens,A1,ALT 1 Enlargement,420474347,4009030,0,11/14/2018,33-02,30TH AVENUE,MERCANTILE,3,
267707,40.57249832,-73.85851288,Queens,A1,ALT 1 Enlargement,421640923,4306652,2175,11/15/2018,224,BEACH 142 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
555878,40.62257004,-73.97473907,Brooklyn,A1,ALT 1 Enlargement,321155165,3171040,0,11/15/2018,1136,EAST 2ND ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
35000,40.63666153,-73.98227692,Brooklyn,A1,ALT 1 Enlargement,300831517,3125781,1123,11/15/2018,1521,41 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
696192,40.68041992,-73.9192276,Brooklyn,NB,New Building,321393336,3041219,4704,11/15/2018,225,HOWARD AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
298000,40.69430923,-73.96637726,Brooklyn,A1,ALT 1 Enlargement,321626497,3054446,336,11/15/2018,120,HALL STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
511192,40.72344971,-73.90131378,Queens,NB,New Building,421423757,4545182,3454,11/15/2018,64-10,PERRY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
41440,40.72348022,-73.90122986,Queens,NB,New Building,421522123,4060721,280,11/15/2018,64-14,PERRY AVENUE,UTILITY / MISCELLANEOUS,1,
511192,40.72348022,-73.90122986,Queens,NB,New Building,421522132,4060721,3454,11/15/2018,64-14,PERRY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
511192,40.72352982,-73.90116119,Queens,NB,New Building,421577617,4617907,3454,11/15/2018,64-16,PERRY AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
20000000,40.73624039,-73.98874664,Manhattan,A1,ALT 1 Enlargement,121193047,1017839,21758,11/15/2018,44,UNION SQUARE EAST,MERCANTILE,6,0
59271040,40.76723862,-73.95156097,Manhattan,NB,New Building,121237633,1089434,400480,11/15/2018,524,EAST 74TH STREET,BUSINESS,16,
219500,40.77556992,-73.76756287,Queens,A1,ALT 1 Enlargement,421261850,4134851,1354,11/15/2018,29-53,218 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
880000,40.7844696,-73.95105743,Manhattan,A1,ALT 1 Enlargement,123170585,1048427,389,11/15/2018,165,EAST 94 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
215784,40.57804871,-73.98473358,Brooklyn,NB,New Building,321194872,3189081,1458,11/16/2018,2833,WEST 17 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
793872,40.59064102,-74.08766174,Staten Island,NB,New Building,520304091,5167022,5364,11/16/2018,331,BURGHER AVENUE,BUSINESS,3,2
798239,40.61515045,-74.01361847,Brooklyn,A1,ALT 1 Enlargement,320958031,3164876,3433,11/16/2018,1269,85 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
466000,40.62205887,-73.98621368,Brooklyn,A1,ALT 1 Enlargement,321696697,3131825,699,11/16/2018,1824,59 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1206348,40.66181946,-73.95030212,Brooklyn,NB,New Building,320622796,3414355,8151,11/16/2018,371,LINCOLN ROAD,RESIDENTIAL: APARTMENT HOUSES,6,6
1292484,40.67488861,-73.93270874,Brooklyn,NB,New Building,321190705,3035839,8733,11/16/2018,1528,BERGEN STREET,RESIDENTIAL: APARTMENT HOUSES,4,8
402000,40.68716812,-73.95330811,Brooklyn,A1,ALT 1 Enlargement,321376051,3050566,631,11/16/2018,206,LEXINGTON AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,4
325452,40.70328903,-73.81185913,Queens,NB,New Building,402531060,4206876,2199,11/16/2018,88-36,144 STREET,THREE FAMILY DWELLING,3,3
1116068,40.71147156,-73.87886047,Queens,NB,New Building,421552251,4617736,7541,11/16/2018,67-43,73RD PLACE,RESIDENTIAL: APARTMENT HOUSES,4,3
1116068,40.71154022,-73.87888336,Queens,NB,New Building,421552260,4617735,7541,11/16/2018,67-41,73RD PLACE,RESIDENTIAL: APARTMENT HOUSES,4,3
975912,40.76882935,-73.91394806,Queens,NB,New Building,421561642,4010087,6594,11/16/2018,25-15,36 STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
212800,40.78557968,-73.85146332,Queens,A1,ALT 1 Enlargement,421584789,4097965,277,11/16/2018,14-02,116 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
3367592,40.67129898,-73.91458893,Brooklyn,NB,New Building,321192348,3421943,22754,11/17/2018,1900,PARK PLACE,RESIDENTIAL: APARTMENT HOUSES,4,17
589780,40.68838882,-73.98593903,Brooklyn,NB,New Building,321578182,3424691,3985,11/17/2018,319A,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68841171,-73.98599243,Brooklyn,NB,New Building,321578173,3424692,3854,11/17/2018,319,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68843079,-73.98605347,Brooklyn,NB,New Building,321578164,3424689,3854,11/17/2018,317A,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68844986,-73.98609161,Brooklyn,NB,New Building,321578155,3424690,3854,11/17/2018,317,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68846893,-73.98613739,Brooklyn,NB,New Building,321578146,3424687,3854,11/17/2018,315A,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68848038,-73.9861908,Brooklyn,NB,New Building,321578137,3424688,3854,11/17/2018,315,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570392,40.68849945,-73.98623657,Brooklyn,NB,New Building,321578128,3424685,3854,11/17/2018,313A,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
570688,40.68851852,-73.98628235,Brooklyn,NB,New Building,321578119,3424686,3856,11/17/2018,313,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
1001220,40.68854904,-73.98634338,Brooklyn,NB,New Building,321578100,3424684,6765,11/17/2018,311,STATE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,2
1654640,40.70423126,-73.90898132,Queens,NB,New Building,420977759,4602514,11180,11/17/2018,1815,LINDEN STREET,RESIDENTIAL: APARTMENT HOUSES,5,9
1087800,40.70433044,-73.90886688,Queens,NB,New Building,402460519,4617975,7350,11/17/2018,1819,LINDEN STREET,RESIDENTIAL APT HOUSE,4,4
4834927,40.8031311,-73.96864319,Manhattan,A1,ALT 1 Enlargement,121193341,1081593,0,11/17/2018,324,WEST 108 STREET,RESIDENTIAL: APARTMENT HOUSES,6,10
1011100,40.61795044,-73.99633789,Brooklyn,A1,ALT 1 Enlargement,321397163,3157206,0,11/18/2018,1668,70TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
232200,40.73662949,-73.88443756,Queens,A1,ALT 1 Enlargement,421613695,4057108,974,11/18/2018,51-19,GORSLINE STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
718836,40.51177979,-74.23362732,Staten Island,NB,New Building,520043774,5169173,4857,11/19/2018,9,TUCCI COURT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
328164,40.61806107,-73.99651337,Brooklyn,A1,ALT 1 Enlargement,321275133,3157204,1360,11/19/2018,1660,70TH STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
302660,40.62604904,-74.16030884,Staten Island,NB,New Building,520256473,5166566,2045,11/19/2018,10,SUMMERFIELD PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
302660,40.62619019,-74.16056824,Staten Island,NB,New Building,520256464,5166565,2045,11/19/2018,8,SUMMERFIELD PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
327968,40.62620163,-74.16029358,Staten Island,NB,New Building,520256446,5166563,2216,11/19/2018,4,SUMMERFIELD PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
9300172,40.82265091,-73.89951324,Bronx,NB,New Building,220524476,2129270,62839,11/19/2018,960,PROSPECT AVENUE,RESIDENTIAL: APARTMENT HOUSES,7,120
8012424,40.83242035,-73.89156342,Bronx,NB,New Building,220576721,2088309,54138,11/19/2018,902,JENNINGS STREET,RESIDENTIAL: APARTMENT HOUSES,8,42
2106000,40.64110184,-73.94883728,Brooklyn,A1,ALT 1 Enlargement,321580801,3120053,0,11/20/2018,1834,NOSTRAND AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,10
623672,40.66701889,-73.85810852,Brooklyn,NB,New Building,302334515,3393818,4214,11/20/2018,1387,STANLEY AVENUE,THREE FAMILY DWELLING,3,3
309975,40.71850967,-73.82523346,Queens,A1,ALT 1 Enlargement,421453821,4142458,0,11/20/2018,135-04,78 ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1389700,40.71875,-73.94714355,Brooklyn,A1,ALT 1 Enlargement,321241946,3067912,6654,11/20/2018,391,MEEKER AVENUE,RESIDENTIAL: APARTMENT HOUSES,5,10
722240,40.74554825,-73.95465088,Queens,NB,New Building,420559540,4618263,4880,11/20/2018,26-May,47TH AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
326100,40.78052902,-73.91719818,Queens,A1,ALT 1 Enlargement,421263616,4020165,956,11/20/2018,22-02,21 ST,RESIDENTIAL: APARTMENT HOUSES,3,3
284975,40.54367065,-74.14556122,Staten Island,A1,ALT 1 Enlargement,520319469,5065953,1005,11/21/2018,79,TARLEE PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
10000,40.70999146,-73.87637329,Queens,A1,ALT 1 Enlargement,401957487,4091947,0,11/21/2018,68-30,76 STREET,RESID. BLDG - OLD CODE,3,4
2200000,40.74398041,-73.99609375,Manhattan,A1,ALT 1 Enlargement,102713057,1014127,22000,11/21/2018,202,WEST   23 STREET,RESIDENTIAL (HOTELS),10,30
1476892,40.79644012,-73.82813263,Queens,NB,New Building,420915692,4617592,9979,11/21/2018,22-Jan,MALBA DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
687904,40.51163101,-74.23429871,Staten Island,NB,New Building,520043756,5151955,4648,11/23/2018,101,BEDELL AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
718688,40.51194,-74.2336731,Staten Island,NB,New Building,520043765,5169172,4856,11/23/2018,7,TUCCI COURT,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
750656,40.57675934,-74.14064026,Staten Island,NB,New Building,520206401,5037322,5072,11/23/2018,393,EDINBORO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
900136,40.6198082,-73.97947693,Brooklyn,NB,New Building,321439092,3425033,6082,11/23/2018,2074,57 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
900136,40.61985016,-73.97955322,Brooklyn,NB,New Building,321441061,3424077,6082,11/23/2018,2070,57 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
900136,40.61993027,-73.97968292,Brooklyn,NB,New Building,321439136,3425032,6082,11/23/2018,2064,57 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
900136,40.61993027,-73.97968292,Brooklyn,NB,New Building,321441052,3425031,6082,11/23/2018,2066,57 STREET,RESIDENTIAL: APARTMENT HOUSES,3,3
345500,40.6368103,-73.9955368,Brooklyn,A1,ALT 1 Enlargement,321632024,3137663,2362,11/23/2018,1146,49 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
1368556,40.67527008,-73.90868378,Brooklyn,NB,New Building,321696624,3038748,9247,11/23/2018,1825,EASTERN PARKWAY EXTENSION,RESIDENTIAL: APARTMENT HOUSES,4,9
1100000,40.68632889,-73.99041748,Brooklyn,A1,ALT 1 Enlargement,321496412,3336050,0,11/23/2018,157,SMITH STREET,RESIDENTIAL: APARTMENT HOUSES,5,6
260000,40.6926384,-73.9565506,Brooklyn,A1,ALT 1 Enlargement,321487556,3055235,0,11/23/2018,183,SKILLMAN STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
963924,40.71759033,-73.94400024,Brooklyn,NB,New Building,321189174,3322792,6513,11/23/2018,191,WITHERS STREET,RESIDENTIAL: APARTMENT HOUSES,4,6
602372,40.72793961,-73.95702362,Brooklyn,A1,ALT 1 Enlargement,321495869,3064943,753,11/23/2018,96,FRANKLIN STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
332430,40.73509979,-73.77559662,Queens,A1,ALT 1 Enlargement,421340016,4154463,0,11/23/2018,73-09,196 PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
960064,40.59263992,-74.11004639,Staten Island,A1,ALT 1 Enlargement,520079405,5023016,12297,11/26/2018,300,FOUR CORNERS ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
170602,40.62221909,-73.94863892,Brooklyn,A1,ALT 1 Enlargement,320917308,3208537,1264,11/26/2018,1179,EAST 27 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1692972,40.63449097,-73.99378204,Brooklyn,NB,New Building,321646714,3138051,11439,11/26/2018,1259,51 STREET,RESIDENTIAL: APARTMENT HOUSES,4,7
1979700,40.63565826,-73.96112061,Brooklyn,A1,ALT 1 Enlargement,320984413,3120556,4082,11/26/2018,615,EAST 17 STREET,RESIDENTIAL: APARTMENT HOUSES,6,16
3174304,40.63973999,-73.96820831,Brooklyn,NB,New Building,321194970,3118194,21448,11/26/2018,1035,CORTELYOU RD,RESIDENTIAL: APARTMENT HOUSES,5,10
179820,40.6805687,-73.78875732,Queens,NB,New Building,421587599,4812976,1215,11/26/2018,118-18,154 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
426000,40.68215179,-73.97811127,Brooklyn,A1,ALT 1 Enlargement,321844938,3018456,1680,11/26/2018,389,BERGEN ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
591000,40.68468094,-73.94235992,Brooklyn,A1,ALT 1 Enlargement,321444157,3052071,0,11/26/2018,476,PUTNAM AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,4
8327072,40.70077133,-73.94748688,Brooklyn,NB,New Building,321585664,3426438,56264,11/26/2018,25,BARTLETT STREET,RESIDENTIAL: APARTMENT HOUSES,7,18
17596460,40.70100021,-73.94769287,Brooklyn,NB,New Building,321547395,3426439,118895,11/26/2018,58,GERRY STREET,RESIDENTIAL: APARTMENT HOUSES,7,23
519924,40.57584,-74.12767792,Staten Island,NB,New Building,520337216,5037025,3513,11/27/2018,3191,RICHMOND ROAD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
1030796,40.63388824,-73.99976349,Brooklyn,A1,ALT 1 Enlargement,321544450,3139666,1695,11/27/2018,1114,55 STREET,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
388648,40.64413834,-74.08986664,Staten Island,NB,New Building,520213402,5858258,2626,11/27/2018,62,EADIE PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
370296,40.64413834,-74.08986664,Staten Island,NB,New Building,520213411,5164675,2502,11/27/2018,66,EADIE PLACE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1537128,40.67108154,-73.91455078,Brooklyn,NB,New Building,321192302,3421942,10386,11/27/2018,416,THOMAS S. BOYLAND STREET,RESIDENTIAL: APARTMENT HOUSES,4,8
1764850,40.68490982,-73.99137878,Brooklyn,A1,ALT 1 Enlargement,321202694,3006352,0,11/27/2018,205,SMITH STREET,MERCANTILE,2,
874341,40.6940918,-73.93058777,Brooklyn,A1,ALT 1 Enlargement,321465810,3043197,0,11/27/2018,1096,BROADWAY,RESIDENTIAL: APARTMENT HOUSES,6,11
7395856,40.72101974,-73.98148346,Manhattan,NB,New Building,121185092,1090783,49972,11/27/2018,251,EAST 2 STREET,RESIDENTIAL: APARTMENT HOUSES,10,45
41151548,40.72711945,-74.00855255,Manhattan,NB,New Building,121191263,1090661,278051,11/27/2018,110,CHARLTON STREET,RESIDENTIAL: APARTMENT HOUSES,27,170
434725,40.74319077,-73.87864685,Queens,A1,ALT 1 Enlargement,421516238,4038988,2095,11/27/2018,43-22,JUDGE STREET,RESIDENTIAL: APARTMENT HOUSES,3,2
553800,40.75302887,-73.83109283,Queens,A1,ALT 1 Enlargement,421455543,4115152,3332,11/27/2018,132-39,AVERY  AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,6
409335,40.75444031,-73.88298035,Queens,A1,ALT 1 Enlargement,421574861,4035192,1635,11/27/2018,33-45,84 ST,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
538800,40.78279114,-73.98432159,Manhattan,A1,ALT 1 Enlargement,122916489,1031039,1449,11/27/2018,36,RIVERSIDE DRIVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,6,1
159500,40.55289841,-74.14597321,Staten Island,A1,ALT 1 Enlargement,520339170,5062654,800,11/28/2018,10,LAMOKA AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
530136,40.57421112,-74.1131134,Staten Island,NB,New Building,520328618,5170328,3582,11/28/2018,63,BACHE AVENUE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
575000,40.62277985,-73.94291687,Brooklyn,A1,ALT 1 Enlargement,321663464,3208831,2000,11/28/2018,2041,NEW YORK AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
1066192,40.65491104,-73.87451172,Brooklyn,NB,New Building,321195666,3421911,7204,11/28/2018,496,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.65494919,-73.87439728,Brooklyn,NB,New Building,321195657,3421912,7204,11/28/2018,498,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.65499115,-73.87431335,Brooklyn,NB,New Building,321195639,3421913,7204,11/28/2018,500,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.65504074,-73.87419891,Brooklyn,NB,New Building,321195648,3421914,7204,11/28/2018,502,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.65507889,-73.8740921,Brooklyn,NB,New Building,321195602,3421915,7204,11/28/2018,504,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.65512848,-73.87399292,Brooklyn,NB,New Building,321195611,3421916,7204,11/28/2018,506,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1074924,40.65522003,-73.8737793,Brooklyn,NB,New Building,321195620,3421918,7263,11/28/2018,510,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1066192,40.6556282,-73.87425232,Brooklyn,NB,New Building,321195498,3421894,7204,11/28/2018,495,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
1074184,40.65568161,-73.87413025,Brooklyn,NB,New Building,321195489,3421893,7258,11/28/2018,497,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
606948,40.66403961,-73.9968338,Brooklyn,NB,New Building,321149360,3009227,4101,11/28/2018,132,20 STREET,MERCANTILE,2,
1376696,40.67520142,-73.90897369,Brooklyn,NB,New Building,321566541,3038746,9302,11/28/2018,2266,PACIFIC STREET,RESIDENTIAL: APARTMENT HOUSES,4,9
510324,40.701931,-73.9582901,Brooklyn,A1,ALT 1 Enlargement,321651039,3060760,0,11/28/2018,645,BEDFORD AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,3
30683804,40.86330032,-73.89774323,Bronx,NB,New Building,220152616,2803496,207323,11/28/2018,2519,CRESTON AVENUE,RESIDENTIAL: APARTMENT HOUSES,12,189
240200,40.62514114,-73.95108795,Brooklyn,A1,ALT 1 Enlargement,320915168,3207624,1839,11/29/2018,3173,BEDFORD AVE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
1066192,40.65517044,-73.87389374,Brooklyn,NB,New Building,321195595,3421917,7204,11/29/2018,508,VANDALIA AVENUE,RESIDENTIAL: APARTMENT HOUSES,4,8
